density	velocity	pressure	total_energy	thermal_energy	kinetic_energy	mach	position	e
0.00015732369376773487	0.3690477443671472	3.606594027046181	9.016495781063046	9.016485067615456	1.0713447590018287e-05	0.0010781412339092818	0.051666666666666666	57311.67919898294
0.00017042704796810192	0.37500014239018553	3.606594680039963	9.016498683260819	9.01648670009991	1.1983160910436009e-05	0.0010955306526152075	0.052500000000000005	52905.256575162195
0.00018438931048992565	0.38095254247525906	3.606595398275816	9.016501875424098	9.016488495689542	1.3379734556095597e-05	0.0011129200773451915	0.05333333333333334	48899.19308083841
0.00019925203200279974	0.38690494474703924	3.6065961870978187	9.016505381304476	9.016490467744548	1.4913559929142612e-05	0.001130309508463451	0.05416666666666667	45251.68640497404
0.0002150580825229923	0.3928573494424751	3.6065970521946675	9.016509226185237	9.01649263048667	1.659569856686355e-05	0.0011476989466622117	0.055	41925.848704257354
0.00023185167189806595	0.3988097568309501	3.6065979996160813	9.01651343695424	9.016494999040205	1.8437914034035817e-05	0.001165088392728455	0.05583333333333333	38889.06612243159
0.00024967837006377225	0.4047621670837066	3.6065990357897126	9.016518042179067	9.016497589474284	2.0452704783691213e-05	0.00118247784716245	0.05666666666666667	36112.44973752155
0.00026858512847545554	0.4107145805453506	3.6066001675386103	9.01652307218469	9.016500418846528	2.2653338161657843e-05	0.0011998673109709335	0.0575	33570.363593941474
0.0002886202999375605	0.416666997454828	3.6066014020991592	9.016528559133162	9.0165035052479	2.505388526078111e-05	0.001217256784851966	0.058333333333333334	31240.01848518108
0.0003098336599876802	0.4226194181765493	3.6066027471396147	9.016534537106034	9.016506867849039	2.7669256996435182e-05	0.001234646269870141	0.059166666666666666	29101.121124824065
0.000332276426862438	0.42857184299332574	3.6066042107791207	9.016541042188878	9.016510526947805	3.0515241074235517e-05	0.0012520357668516673	0.060000000000000005	27135.57086215034
0.0003560012827931745	0.4345242722861672	3.6066058016073548	9.016548112558583	9.016514504018389	3.360854019358769e-05	0.0012694252769096324	0.060833333333333336	25327.196669840927
0.00038106239436683584	0.4404767064429749	3.606607528704658	9.016555788572875	9.016518821761647	3.696681122811083e-05	0.0012868148011772563	0.06166666666666667	23661.528807489067
0.00040751543336894924	0.4464291458980792	3.606609401662774	9.01656411286251	9.016523504156936	4.060870557247261e-05	0.0013042043409233982	0.0625	22125.60007756494
0.0004354175971351988	0.4523815910567643	3.6066114306061667	9.016573130425963	9.01652857651542	4.455391054389374e-05	0.0013215938973320605	0.06333333333333334	20707.772574739898
0.0004648276297791554	0.458334042413829	3.6066136262139152	9.016582888726832	9.01653406553479	4.8823192041945534e-05	0.0013389834718487556	0.06416666666666668	19397.58630488175
0.0004958058425570296	0.4642865004750971	3.6066159997421843	9.016593437793706	9.016539999355462	5.343843824286028e-05	0.0013563730659512038	0.06500000000000002	18185.626762392058
0.0005284141346889705	0.4702389657806271	3.60661856304733	9.016604830322853	9.016546407618328	5.842270452505687e-05	0.0013737626812171404	0.06583333333333334	17063.40882218366
0.0005627160139803311	0.47619143888642684	3.6066213286095685	9.016617121783474	9.016553321523924	6.380025954934566e-05	0.0013911523192708935	0.06666666666666668	16023.27479139252
0.000598776618003544	0.48214392044035065	3.6066243095573327	9.016630370525961	9.016560773893334	6.959663262755135e-05	0.0014085419820051143	0.0675	15058.304721310884
0.0006366627341026464	0.48809641105473134	3.6066275196921493	9.016644637892497	9.016568799230376	7.583866212093253e-05	0.0014259316712086805	0.06833333333333334	14162.237423773371
0.00067644282103563	0.494048911451567	3.60663097351427	9.016659988331009	9.016577433785677	8.255454533160054e-05	0.0014433213889908471	0.06916666666666668	13329.400731877602
0.0007181870290607033	0.5000014223506027	3.6066346862488308	9.01667648951147	9.01658671562208	8.977388939019122e-05	0.001460711137454288	0.07	12554.649904238202
0.0007619672212153744	0.5059539445436736	3.6066386738727325	9.016694212445437	9.016596684681833	9.752776360312817e-05	0.0014781009189122805	0.07083333333333335	11833.313079137348
0.0008078569939152686	0.5119064788619028	3.60664295314217	9.016713231608394	9.016607382855428	0.00010584875296609156	0.00149549073579288	0.07166666666666667	11161.142938376448
0.0008559316978719941	0.51785902618815	3.606647541620786	9.016733625064996	9.016618854051968	0.00011477101302689078	0.001512880590675285	0.07250000000000001	10534.273793655453
0.0009062684588771511	0.5238115874491434	3.6066524577085426	9.016755474597394	9.016631144271358	0.0001243303260357701	0.0015302704862668517	0.07333333333333335	9949.183441121613
0.0009589461988634717	0.5297641636385454	3.6066577206712513	9.016778865836606	9.01664430167813	0.00013456415847543148	0.0015476604254704802	0.07416666666666667	9402.659202742047
0.001014045656710825	0.5357167558054199	3.6066633506708112	9.016803888396918	9.01665837667703	0.0001455117198879737	0.0015650504113509198	0.07500000000000001	8891.767660564326
0.0010716494091071464	0.5416693650491715	3.606669368796111	9.016830636013351	9.01667342199028	0.00015721402307021943	0.001582440447119987	0.07583333333333335	8413.82764303728
0.0011318418917897533	0.5476219925507647	3.606675797094686	9.01685920668244	9.016689492736717	0.00016971394572303427	0.001599830536227767	0.07666666666666667	7966.386081079619
0.0011947094201956324	0.5535746395395297	3.6066826586050276	9.016889702805944	9.01670664651257	0.00018305629337407497	0.0016172206822656432	0.07750000000000001	7547.1964095136145
0.001260340210790446	0.5595273073262473	3.6066899773896894	9.016922231338073	9.016724943474225	0.00019728786384903637	0.0016346108890629486	0.07833333333333334	7154.199212464398
0.0013288244019460703	0.5654799972879078	3.606697778569073	9.01695690393576	9.016744446422685	0.00021245751307606586	0.0016520011606424416	0.07916666666666668	6785.5048667209985
0.0014002540751065946	0.571432710877473	3.606706088355944	9.016993837112256	9.016765220889862	0.00022861622239359194	0.0016693915012488258	0.08000000000000002	6439.377953749898
0.0014747232758737414	0.5773854496229489	3.6067149340907525	9.017033152394184	9.016787335226883	0.00024581716730072303	0.0016867819153460382	0.08083333333333334	6114.223246313536
0.0015523280353782387	0.5833382151460036	3.60672434427766	9.017074976481902	9.016810860694152	0.0002641157877507147	0.0017041724076716435	0.08166666666666668	5808.573094859504
0.0016331663911793675	0.5892910091399459	3.6067343486213486	9.017119441413202	9.016835871553374	0.00028356985982890974	0.0017215629831724975	0.0825	5521.0760644186375
0.0017173384088347216	0.5952438333969083	3.6067449780646075	9.01716668473062	9.016862445161522	0.00030423956909822903	0.001738953647084161	0.08333333333333334	5250.486682633387
0.0018049462029729097	0.6011966897934804	3.606756264826702	9.017216849652113	9.016890662066757	0.0003261875853559124	0.001756344404888929	0.08416666666666668	4995.656184774439
0.0018960939588638255	0.6071495803090156	3.6067682424425134	9.017270085245343	9.016920606106286	0.0003494791390569825	0.001773735262369312	0.085	4755.524146867378
0.001990887953706373	0.6131025070200551	3.6067809458025177	9.01732654660553	9.016952364506297	0.0003741820992326879	0.0017911262255917472	0.08583333333333334	4529.110916422855
0.0020894365782250994	0.6190554721117626	3.6067944111935404	9.01738639503692	9.016986027983853	0.00040036705306877523	0.0018085173009400016	0.08666666666666668	4315.510756322383
0.002191850358029277	0.6250084778707672	3.60680867634034	9.017449798237873	9.017021690850852	0.00042810738702140977	0.0018259084950942657	0.08750000000000001	4113.885629928759
0.002298241975451339	0.6309615267032954	3.60682378044801	9.017516930489707	9.017059451120028	0.0004574793696782026	0.0018432998150841233	0.08833333333333335	3923.4595605840045
0.00240872629102114	0.636914621127512	3.6068397642452403	9.017587972849261	9.017099410613103	0.0004885622361586404	0.0018606912682661756	0.08916666666666667	3743.5135092872883
0.002523420365357421	0.6428677637860273	3.606856670028392	9.017663113345266	9.017141675070983	0.0005214382742830126	0.0018780828623605821	0.09000000000000001	3573.3807172447773
0.0026424434809576504	0.6488209574480361	3.6068745417064587	9.017742547178539	9.01718635426615	0.0005561929123888779	0.0018954746054573068	0.09083333333333335	3412.4424682106046
0.002765917164072082	0.6547742050121643	3.606893424846857	9.01782647692601	9.017233562117145	0.000592914808863678	0.0019128665060244355	0.09166666666666667	3260.124229042944
0.002893965206777188	0.6607275095149608	3.6069133667221167	9.017915112748742	9.017283416805293	0.000631695943448462	0.0019302585729329851	0.09250000000000001	3115.892131559946
0.003026713689032681	0.6666808741339992	3.6069344163574386	9.018008672603868	9.017336040893598	0.0006726317102699781	0.0019476508154659632	0.09333333333333335	2979.2497630575294
0.0031642910008028136	0.6726343021900762	3.6069566245791544	9.018107382460531	9.017391561447889	0.0007158210126428936	0.001965043243324792	0.09416666666666668	2849.7352358427465
0.0033068278645519483	0.6785877971613036	3.6069800440640924	9.018211476519994	9.017450110160233	0.0007613663597614557	0.001982435866670475	0.09500000000000001	2726.9185090715423
0.003454457357421123	0.6845413626786202	3.607004729389814	9.018321197439622	9.017511823474537	0.0008093739650849724	0.001999828696110488	0.09583333333333334	2610.3989398226163
0.0036073149338735106	0.6904950025369653	3.607030737085837	9.01843679656128	9.017576842714595	0.0008599538466845812	0.0020172217427314207	0.09666666666666668	2499.8030413251386
0.0037655384483361374	0.6964487207009128	3.607058125685733	9.01855853414376	9.017645314214334	0.0009132199294267746	0.0020346150181154332	0.09750000000000002	2394.782429641349
0.003929268177855042	0.7024025213063865	3.6070869557802068	9.018686679599536	9.01771738945052	0.0009692901490169223	0.0020520085343452717	0.09833333333333334	2295.0119414789397
0.004098646845239269	0.7083564086756047	3.607117290071102	9.018821511735844	9.017793225177757	0.0010282865580877793	0.002069402304047925	0.09916666666666668	2200.187907297321
0.004273819641812607	0.71431038731262	3.6071491934263826	9.018963319000013	9.017872983565958	0.0010903354340560253	0.002086796340381595	0.1	2110.0265662453894
0.0044549342507833704	0.7202644619162143	3.6071827329360695	9.019112399729291	9.017956832340175	0.0011555673891153054	0.0021041906570733694	0.10083333333333334	2024.2626096567926
0.004642140870614283	0.7262186373868483	3.6072179779692073	9.0192690624052	9.01804494492302	0.0012241174821812839	0.002121585268439522	0.10166666666666668	1942.6478420784508
0.004835592238432927	0.7321729188299165	3.607255000231765	9.019433625912237	9.018137500579416	0.0012961253328221095	0.0021389801893950235	0.10250000000000001	1864.949949440304
0.005035443653759118	0.7381273115640239	3.6072938738255877	9.01960641980127	9.018234684563971	0.0013717352372996663	0.002156375435477721	0.10333333333333335	1790.951364897425
0.005241853002466634	0.7440818211306665	3.607334675308351	9.019787784557602	9.01833668827088	0.0014510962867215454	0.0021737710228766183	0.10416666666666669	1720.4482239443114
0.005454980780712252	0.7500364532974372	3.6073774837545414	9.019978071873583	9.018443709386355	0.001534362487227412	0.002191166968441242	0.10500000000000001	1653.2494012213226
0.005674990119248383	0.7559912140669997	3.607422380817495	9.020177644926132	9.018555952043739	0.0016216928823936838	0.0022085632897078577	0.10583333333333335	1589.1756219019087
0.0059020468079684675	0.7619461096865384	3.607469450792462	9.020386878658988	9.018673626981156	0.0017132516778310427	0.002225960004927077	0.10666666666666667	1528.0586414199338
0.0061363193205032345	0.7679011466527791	3.6075187806807683	9.020606160069851	9.018796951701923	0.0018092083679292416	0.002243357133078525	0.10750000000000001	1469.7404878470854
0.0063779788392280545	0.7738563317220292	3.60757046025504	9.020835888502525	9.018926150637602	0.0019097378649220083	0.002260754693900173	0.10833333333333335	1414.0727616037664
0.006627199280407385	0.7798116719175376	3.6076245821255135	9.021076475943978	9.019061455313786	0.0020150206301935026	0.0022781527079098383	0.10916666666666668	1360.9159878408495
0.006884157319609706	0.7857671745375282	3.6076812418074744	9.021328347326598	9.019203104518688	0.002125242807910182	0.0022955511964286536	0.11000000000000001	1310.1390171353646
0.00714903241743254	0.7917228471644301	3.607740537789781	9.021591940835483	9.019351344474455	0.0022405963610279884	0.002312950181608034	0.11083333333333334	1261.618470561308
0.007422006845432869	0.7976786976725841	3.6078025716045397	9.021867708221013	9.01950642901135	0.002361279209662963	0.0023303496864521883	0.11166666666666668	1215.238225569881
0.007703265712529173	0.8036347342400446	3.6078674478979536	9.022156115116863	9.019668619744886	0.0024874953719759047	0.002347749734852599	0.11250000000000002	1170.8889393591362
0.007992996991378648	0.8095909653533745	3.607935274502266	9.022457641363053	9.019838186255667	0.0026194551073864232	0.0023651503516020286	0.11333333333333334	1128.467606829401
0.008291391545437404	0.8155473998204971	3.6080061625089397	9.022772781334817	9.020015406272352	0.0027573750624661406	0.0023825515624320685	0.11416666666666668	1087.877150275926
0.008598643156130495	0.8215040467788548	3.608080226343001	9.023102044276799	9.020200565857504	0.002901478419294272	0.00239995339403697	0.11500000000000002	1049.0260384193816
0.008914948550517894	0.827460915706691	3.6081575838385977	9.023445954642984	9.020393959596497	0.003051995046487996	0.002417355874106605	0.11583333333333334	1011.8279324306897
0.00924050742908068	0.8334180164298389	3.6082383563157667	9.02380505244219	9.02059589078942	0.0032091616527712154	0.0024347590313463013	0.11666666666666668	976.20135690826
0.009575522494262918	0.839375359135775	3.608322668658459	9.024179893589574	9.02080667164615	0.003373221943423665	0.0024521628955178937	0.11750000000000001	942.0693938164603
0.009920199479032854	0.8453329543807605	3.6084106493938055	9.024571050263818	9.021026623484516	0.0035444267793020325	0.0024695674974605916	0.11833333333333335	909.359397716869
0.01027474717626217	0.851290813104356	3.6085024307726807	9.024979111270568	9.021256076931705	0.003723034338862928	0.00248697286913338	0.11916666666666668	878.0027305950243
0.010639377468055886	0.8572489466356913	3.6085981488515033	9.025404682411565	9.02149537212876	0.003909310282805881	0.002504379043633337	0.12000000000000001	847.9345148919921
0.01101430535605099	0.8632073667087364	3.6086979435754194	9.02584838686044	9.02174485893855	0.0041035279218895335	0.0025217860552402467	0.12083333333333335	819.0934032877727
0.011399748991817407	0.8691660854714354	3.608801958862755	9.026310865544426	9.02200489715689	0.004305968387536182	0.0025391939394432818	0.12166666666666667	791.4213640697498
0.011795929707898965	0.8751251154975478	3.608910342690849	9.026792777532668	9.022275856727124	0.0045169208055437894	0.0025566027329755998	0.12250000000000001	764.8634808908273
0.01220307204942289	0.8810844697994117	3.6090232471832344	9.027294800431013	9.022558117958088	0.004736682472924899	0.0025740124738516264	0.12333333333333335	739.3677658721011
0.012621403806153293	0.8870441618394431	3.6091408286982154	9.027817630783401	9.022852071745541	0.004965559037859551	0.0025914232014006516	0.12416666666666668	714.8849850875258
0.01305115604513157	0.8930042055422858	3.6092632479188684	9.028361984480066	9.023158119797174	0.005203864682891921	0.0026088349563023246	0.125	691.3684955259614
0.013492563143997901	0.8989646153084853	3.6093906699444536	9.028928597172618	9.023476674861136	0.005451922311482034	0.0026262477806266	0.12583333333333332	668.7740927027036
0.013945862824726525	0.9049254060256683	3.6095232643832795	9.029518224696023	9.0238081609582	0.005710063737823141	0.0026436617178663985	0.12666666666666668	647.0598681752882
0.014411296188275769	0.9108865930837299	3.609661205447078	9.030131643497963	9.024153013617697	0.005978629880266362	0.0026610768129819743	0.1275	626.1860762364488
0.014889107749603782	0.9168481923862837	3.609804672046822	9.030769651075166	9.024511680117058	0.006257970958107485	0.0026784931124343666	0.12833333333333333	606.1150091654894
0.015379545473644202	0.9228102203658787	3.6099538478901434	9.0314330664175	9.024884619725361	0.0065484466921399065	0.0026959106642298527	0.12916666666666668	586.8108804119879
0.0158828608117912	0.9287726939967753	3.610108921580237	9.032122730459378	9.025272303950594	0.006850426508783994	0.002713329517957275	0.13	568.2397151809304
0.01639930873931904	0.9347356308102638	3.610270086716379	9.032839506539062	9.02567521679095	0.007164289748112189	0.002730749724832789	0.13083333333333333	550.369247890977
0.016929147793409025	0.9406990489081636	3.6104375419960504	9.033584280865778	9.026093854990128	0.0074904258756504066	0.0027481713377393033	0.13166666666666665	533.1688260471226
0.01747264011211962	0.9466629669781633	3.610611491318671	9.034357962994914	9.02652872829668	0.007829234698232986	0.0027655944112712923	0.1325	516.6093200783989
0.01803005147414304	0.9526274043087357	3.610792143891027	9.035161486311468	9.02698035972757	0.008181126583897528	0.002783019001778369	0.13333333333333333	500.66303874246796
0.018601651339472797	0.9585923808046912	3.6109797143343774	9.035995808521925	9.027449285835946	0.008546522685978483	0.002800445167410725	0.13416666666666666	485.30364971843386
0.019187712890937646	0.9645579170025074	3.6111744227932867	9.036861912154675	9.027936056983219	0.008925855171457032	0.0028178729681639127	0.135	470.50610504220697
0.01978851307670457	0.9705240340861826	3.6113764950462035	9.037760805069231	9.02844123761551	0.009319567453720557	0.002835302465925161	0.13583333333333333	456.2465710596502
0.020404332653880402	0.9764907539044605	3.611586162617863	9.03869352097457	9.02896540654466	0.009728114429910728	0.002852733724523694	0.13666666666666666	442.50236259638564
0.021035456232844873	0.9824580989854568	3.6118036628934687	9.039661119956387	9.029509157233674	0.010151962722713449	0.002870166809773464	0.1375	429.2518810756739
0.021682172323077387	0.9884260925557559	3.612029239234782	9.04066468901415	9.030073098086957	0.010591590927193818	0.0028876017895289392	0.13833333333333334	416.47455630983114
0.02234477337969069	0.9943947585559322	3.6122631410980905	9.041705342607488	9.030657852745229	0.011047489862258456	0.0029050387337304475	0.13916666666666666	404.1507917441333
0.023023555851367856	1.0003641216588066	3.612505624154086	9.042784223212534	9.031264060385217	0.011520162827316424	0.002922477714457513	0.14	392.26191291596933
0.02371882022934931	1.0063342072866763	3.6127569504097643	9.043902501888425	9.031892376024413	0.012010125864013212	0.002939918805979189	0.14083333333333334	380.7901189304721
0.024430871097829855	1.0123050416303487	3.613017388332331	9.045061378854232	9.032543470830829	0.012517908023402576	0.002957362084809666	0.14166666666666666	369.7184367541102
0.025160017185411554	1.0182766516664874	3.6132872129751488	9.046262084076302	9.033218032437874	0.013044051638428072	0.0029748076297589463	0.1425	359.03067815373237
0.025906571418128996	1.024249065177301	3.613566706105792	9.047505877866687	9.033916765264483	0.013589112602203983	0.0029922555219903625	0.14333333333333334	348.71139910635543
0.02667085097367211	1.0302223107689656	3.613856156336272	9.048794051492642	9.034640390840682	0.014153660651959403	0.0030097058450743955	0.14416666666666667	338.7458615309704
0.027453177337190847	1.0361964178915468	3.61415585925546	9.050127927797709	9.035389648138652	0.014738279659056771	0.0030271586850468793	0.145	329.11999719239776
0.028253876358511756	1.0421714168585954	3.6144661175637167	9.051508861834396	9.036165293909294	0.015343567925102965	0.003044614130466244	0.14583333333333334	319.8203736453691
0.029073278310929675	1.048147338867288	3.6147872412098767	9.052938241509112	9.036968103024694	0.01597013848441742	0.0030620722724723575	0.14666666666666667	310.83416209128967
0.029911717951602298	1.054124216018885	3.615119547530529	9.054417488239356	9.037798868826325	0.01661861941303047	0.00307953320484629	0.1475	302.1491070305505
0.030769534583617645	1.060102081339582	3.615463361391751	9.055948057623802	9.03865840347938	0.017289654144422028	0.00309699702407123	0.14833333333333334	293.75349760056986
0.03164707211980406	1.0660809688018036	3.6158190153332708	9.057531440125398	9.03954753833318	0.017983901792218093	0.0031144638293946936	0.14916666666666667	285.63614049706734
0.032544679148302134	1.0720609133456482	3.616186849715151	9.059169161767908	9.04046712428788	0.018702037480029538	0.003131933722891172	0.15	277.7863343833126
0.03346270900001116	1.078041950900808	3.6165672128670754	9.060862784846387	9.041418032167691	0.019444752678696962	0.0031494068095261696	0.15083333333333335	270.19384569745006
0.03440151981795992	1.0840241184088473	3.6169604612402657	9.062613908651832	9.042401153100666	0.02021275555116521	0.003166883197221289	0.15166666666666667	262.84888577451505
0.03536147462870704	1.0900074538460611	3.6173669595620948	9.064424170210502	9.04341739890524	0.021006771305263086	0.003184362996921008	0.1525	255.74208920471992
0.03634294141573409	1.0959919962462144	3.6177870809935033	9.066295245038315	9.044467702483761	0.021827542554554675	0.003201846322659113	0.15333333333333332	248.86449335573323
0.037346293195053296	1.1019777857241224	3.618221207289244	9.068228847910762	9.045553018223112	0.0226758296876497	0.003219333291627585	0.15416666666666667	242.20751898936086
0.03837190809303904	1.1079648634996053	3.6186697289610485	9.07022673364882	9.046674322402623	0.023552411246196062	0.0032368240242465827	0.155	235.76295190917955
0.03942016942646703	1.113953271921277	3.6191330454437898	9.072290697921236	9.047832613609476	0.024458084311759994	0.003254318644233938	0.15583333333333332	229.52292557968266
0.04049146578508599	1.119943054491599	3.61961156526472	9.074422578063903	9.049028913161802	0.025393664902100967	0.0032718172786783493	0.15666666666666668	223.47990465918826
0.041586191116544505	1.12593425589165	3.620105706215868	9.076624253916602	9.050264265539672	0.026359988376930224	0.0032893200581117442	0.1575	217.62666939553267
0.04270474481389033	1.1319269220063943	3.620615895529655	9.078897648677726	9.05153973882414	0.02735790985358589	0.0033068271165830974	0.15833333333333333	211.9563008342809
0.04384753180579748	1.1379210999507767	3.6211425700578492	9.081244729777648	9.052856425144626	0.028388304633022356	0.0033243385917346674	0.15916666666666668	206.46216679287892
0.04501496264943622	1.143916838095675	3.6216861764539394	9.083667509771157	9.05421544113485	0.02945206863630632	0.003341854624877812	0.16	201.13790855823902
0.046207453626261344	1.1499141860946762	3.622247171358994	9.08616804724963	9.055617928397487	0.03055011885214342	0.003359375361071213	0.16083333333333333	195.97742826605042
0.047425426840713304	1.1559131949111052	3.622826021591163	9.088748447773632	9.05706505397791	0.031683393795721895	0.0033769009491998398	0.16166666666666668	190.97487692409527
